state,program,Investment Type,Investment Dollars,Number of Investments
Florida,Single Family Housing,Grant Funds,700,1
Florida,Multifamily Housing,Grant Funds,"428,866",1
Florida,Single Family Housing,Grant Funds,"10,000",1
Florida,Multifamily Housing,Grant Funds,"7,632",1
Florida,Multifamily Housing,Grant Funds,"9,864",1
Florida,Multifamily Housing,Grant Funds,"7,524",1
Florida,Multifamily Housing,Grant Funds,"423,044",1
Florida,Multifamily Housing,Grant Funds,"597,224",1
Florida,Multifamily Housing,Grant Funds,"9,864",1
Florida,Multifamily Housing,Grant Funds,"9,084",1
Florida,Multifamily Housing,Grant Funds,"9,864",1
Florida,Multifamily Housing,Grant Funds,"5,453",1
Florida,Multifamily Housing,Grant Funds,"398,200",1
Florida,Multifamily Housing,Grant Funds,"819,888",1
Florida,Single Family Housing,Loan Funds - Guaranteed,"202,020",1
Florida,Single Family Housing,Loan Funds - Guaranteed,"517,676",2
Florida,Single Family Housing,Loan Funds - Guaranteed,"201,010",1
Florida,Single Family Housing,Loan Funds - Guaranteed,"211,111",1
Florida,Business Programs,Grant Funds,"1,000,000",1
Florida,Business Programs,Grant Funds,"137,398",1
Florida,Multifamily Housing,Grant Funds,"33,610",1
Florida,Multifamily Housing,Grant Funds,"199,253",1
Florida,Single Family Housing,Loan Funds - Direct,"170,000",1
Florida,Single Family Housing,Loan Funds - Direct,"165,116",1
Florida,Single Family Housing,Loan Funds - Guaranteed,"532,828",2
Florida,Single Family Housing,Loan Funds - Guaranteed,"198,707",1
Florida,Single Family Housing,Loan Funds - Guaranteed,"146,464",1
Florida,Single Family Housing,Loan Funds - Guaranteed,"282,828",1
Florida,Single Family Housing,Grant Funds,"1,250",1
Florida,Single Family Housing,Loan Funds - Direct,"213,987",1
Florida,Single Family Housing,Loan Funds - Direct,"198,071",1
Florida,Single Family Housing,Grant Funds,"8,950",1
Florida,Single Family Housing,Loan Funds - Guaranteed,"181,818",1
Florida,Business Programs,Grant Funds,"60,750",1
Florida,Multifamily Housing,Grant Funds,"221,280",1
Florida,Multifamily Housing,Grant Funds,"88,057",1
Florida,Single Family Housing,Loan Funds - Guaranteed,"217,171",1
Florida,Single Family Housing,Loan Funds - Guaranteed,"163,636",1
Florida,Single Family Housing,Loan Funds - Guaranteed,"115,020",1
Florida,Multifamily Housing,Grant Funds,"13,056",2
Florida,Multifamily Housing,Grant Funds,"7,008",1
Florida,Multifamily Housing,Grant Funds,"11,328",2
Florida,Single Family Housing,Loan Funds - Guaranteed,"309,259",1
Florida,Single Family Housing,Loan Funds - Guaranteed,"305,454",1
Florida,Single Family Housing,Loan Funds - Guaranteed,"373,222",1
Florida,Business Programs,Grant Funds,"714,420",1
Florida,Multifamily Housing,Grant Funds,"467,566",1
Florida,Single Family Housing,Loan Funds - Direct,"523,711",2
Florida,Single Family Housing,Loan Funds - Direct,"219,240",1
Florida,Single Family Housing,Loan Funds - Direct,"300,573",2
Florida,Single Family Housing,Loan Funds - Direct,"279,031",1
Florida,Single Family Housing,Loan Funds - Direct,"281,997",2
Florida,Single Family Housing,Loan Funds - Guaranteed,"595,065",2
Florida,Single Family Housing,Loan Funds - Guaranteed,"485,504",2
Florida,Single Family Housing,Loan Funds - Guaranteed,"238,383",1
Florida,Single Family Housing,Loan Funds - Guaranteed,"347,464",1
Florida,Single Family Housing,Loan Funds - Guaranteed,"236,363",1
Florida,Single Family Housing,Loan Funds - Guaranteed,"539,292",2
Florida,Single Family Housing,Loan Funds - Guaranteed,"258,585",1
Florida,Single Family Housing,Loan Funds - Guaranteed,"313,030",1
Florida,Single Family Housing,Loan Funds - Guaranteed,"393,938",2
Florida,Single Family Housing,Loan Funds - Guaranteed,"483,737",2
Florida,Single Family Housing,Loan Funds - Guaranteed,"490,908",2
Florida,Single Family Housing,Loan Funds - Guaranteed,"363,635",2
Florida,Single Family Housing,Loan Funds - Guaranteed,"454,544",2
Florida,Single Family Housing,Loan Funds - Guaranteed,"308,050",1
Florida,Single Family Housing,Loan Funds - Guaranteed,"217,171",1
Florida,Single Family Housing,Loan Funds - Guaranteed,"230,303",1
Florida,Single Family Housing,Loan Funds - Guaranteed,"234,333",1
Florida,Single Family Housing,Loan Funds - Guaranteed,"227,272",1
Florida,Single Family Housing,Loan Funds - Guaranteed,"242,424",1
Florida,Single Family Housing,Loan Funds - Guaranteed,"242,323",1
Florida,Single Family Housing,Loan Funds - Guaranteed,"274,747",1
Florida,Single Family Housing,Loan Funds - Guaranteed,"442,424",2
Florida,Single Family Housing,Loan Funds - Guaranteed,"219,949",1
Florida,Single Family Housing,Grant Funds,"32,400",4
Florida,Single Family Housing,Grant Funds,"22,500",4
Florida,Multifamily Housing,Grant Funds,"420,631",1
Florida,Multifamily Housing,Grant Funds,"192,589",1
Florida,Multifamily Housing,Grant Funds,"284,519",1
Florida,Single Family Housing,Loan Funds - Direct,"1,428,492",6
Florida,Single Family Housing,Loan Funds - Direct,"29,870",1
Florida,Single Family Housing,Loan Funds - Direct,"194,419",1
Florida,Single Family Housing,Loan Funds - Direct,"161,138",1
Florida,Single Family Housing,Loan Funds - Direct,"235,000",1
Florida,Single Family Housing,Loan Funds - Guaranteed,"909,897",4
Florida,Single Family Housing,Loan Funds - Guaranteed,"459,494",2
Florida,Single Family Housing,Loan Funds - Guaranteed,"480,428",2
Florida,Single Family Housing,Loan Funds - Guaranteed,"252,525",1
Florida,Single Family Housing,Loan Funds - Guaranteed,"247,474",1
Florida,Single Family Housing,Loan Funds - Guaranteed,"158,585",1
Florida,Single Family Housing,Loan Funds - Guaranteed,"202,020",1
Florida,Single Family Housing,Loan Funds - Guaranteed,"444,969",2
Florida,Single Family Housing,Loan Funds - Guaranteed,"235,353",1
Florida,Single Family Housing,Loan Funds - Guaranteed,"657,574",3
Florida,Single Family Housing,Loan Funds - Guaranteed,"254,444",1
Florida,Single Family Housing,Loan Funds - Guaranteed,"511,514",2
Florida,Single Family Housing,Loan Funds - Guaranteed,"237,373",1
Florida,Single Family Housing,Loan Funds - Guaranteed,"327,570",1
Florida,Single Family Housing,Loan Funds - Guaranteed,"269,191",1
Florida,Single Family Housing,Loan Funds - Guaranteed,"292,828",1
Florida,Single Family Housing,Grant Funds,"20,000",2
Florida,Single Family Housing,Grant Funds,"52,726",6
Florida,Single Family Housing,Grant Funds,"10,000",1
Florida,Single Family Housing,Loan Funds - Direct,"10,041",2
Florida,Single Family Housing,Loan Funds - Direct,"3,500",1
Florida,Single Family Housing,Loan Funds - Direct,"3,270",1
Florida,Single Family Housing,Loan Funds - Direct,"207,590",1
Florida,Single Family Housing,Grant Funds,"10,000",1
Florida,Single Family Housing,Loan Funds - Direct,"18,317",1
Florida,Multifamily Housing,Grant Funds,"440,473",1
Florida,Multifamily Housing,Grant Funds,"2,544",1
Florida,Multifamily Housing,Grant Funds,"5,088",2
Florida,Multifamily Housing,Grant Funds,"6,984",1
Florida,Multifamily Housing,Grant Funds,"380,058",1
Florida,Multifamily Housing,Grant Funds,"21,252",4
Florida,Multifamily Housing,Grant Funds,"7,164",1
Florida,Multifamily Housing,Grant Funds,"7,200",1
Florida,Multifamily Housing,Grant Funds,"363,221",1
Florida,Multifamily Housing,Grant Funds,"3,072",1
Florida,Business Programs,Grant Funds,"2,993,500",1
Florida,Business Programs,Grant Funds,"151,826",1
Florida,Multifamily Housing,Loan Funds - Direct,"2,500,000",1
Florida,Multifamily Housing,Grant Funds,"2,433,813",1
Florida,Multifamily Housing,Grant Funds,"245,862",1
Florida,Multifamily Housing,Grant Funds,"1,866,043",1
Florida,Multifamily Housing,Grant Funds,"229,892",1
Florida,Multifamily Housing,Grant Funds,"339,625",1
Florida,Multifamily Housing,Grant Funds,"95,489",1
Florida,Multifamily Housing,Grant Funds,"99,089",1
Florida,Multifamily Housing,Grant Funds,"292,148",1
Florida,Multifamily Housing,Grant Funds,"295,981",1
Florida,Multifamily Housing,Grant Funds,"167,903",1
Florida,Multifamily Housing,Grant Funds,"254,332",1
Florida,Multifamily Housing,Grant Funds,"96,355",1
Florida,Multifamily Housing,Grant Funds,"171,179",1
Florida,Multifamily Housing,Grant Funds,"143,879",1
Florida,Single Family Housing,Loan Funds - Direct,"355,652",1
Florida,Single Family Housing,Loan Funds - Direct,"355,000",1
Florida,Single Family Housing,Loan Funds - Guaranteed,"388,888",1
Florida,Single Family Housing,Loan Funds - Guaranteed,"251,414",1
Florida,Single Family Housing,Loan Funds - Guaranteed,"123,232",1
Florida,Single Family Housing,Grant Funds,"10,000",1
Florida,Single Family Housing,Grant Funds,"9,779",1
Florida,Single Family Housing,Loan Funds - Direct,"7,500",1
Florida,Business Programs,Loan Funds - Guaranteed,"15,650,000",1
Florida,Business Programs,Grant Funds,"35,793",1
Florida,Business Programs,Grant Funds,"53,447",1
Florida,Multifamily Housing,Grant Funds,"233,020",1
Florida,Multifamily Housing,Grant Funds,"167,729",1
Florida,Multifamily Housing,Grant Funds,"249,278",1
Florida,Multifamily Housing,Grant Funds,"217,203",1
Florida,Single Family Housing,Loan Funds - Direct,"306,318",1
Florida,Single Family Housing,Loan Funds - Direct,"514,100",2
Florida,Single Family Housing,Loan Funds - Direct,"194,975",1
Florida,Single Family Housing,Loan Funds - Guaranteed,"219,191",1
Florida,Single Family Housing,Loan Funds - Guaranteed,"299,595",1
Florida,Single Family Housing,Loan Funds - Guaranteed,"302,929",1
Florida,Single Family Housing,Loan Funds - Guaranteed,"217,171",1
Florida,Single Family Housing,Loan Funds - Guaranteed,"254,040",1
Florida,Single Family Housing,Loan Funds - Guaranteed,"333,232",1
Florida,Single Family Housing,Loan Funds - Guaranteed,"206,333",1
Florida,Single Family Housing,Grant Funds,"10,000",1
Florida,Single Family Housing,Grant Funds,"10,000",1
Florida,Multifamily Housing,Grant Funds,"279,198",1
Florida,Single Family Housing,Loan Funds - Guaranteed,"211,616",1
Florida,Single Family Housing,Loan Funds - Guaranteed,"261,616",1
Florida,Single Family Housing,Loan Funds - Guaranteed,"232,323",1
Florida,Single Family Housing,Loan Funds - Guaranteed,"281,818",1
Florida,Single Family Housing,Grant Funds,"16,000",1
Florida,Single Family Housing,Grant Funds,"14,828",1
Florida,Multifamily Housing,Grant Funds,"4,176",1
Florida,Multifamily Housing,Grant Funds,"2,292",1
Florida,Multifamily Housing,Grant Funds,"609,378",1
Florida,Business Programs,Grant Funds,"803,777",1
Florida,Multifamily Housing,Grant Funds,"4,200",1
Florida,Multifamily Housing,Grant Funds,"8,472",1
Florida,Multifamily Housing,Grant Funds,"9,312",1
Florida,Multifamily Housing,Grant Funds,"68,172",11
Florida,Multifamily Housing,Grant Funds,"4,200",1
Florida,Multifamily Housing,Grant Funds,"9,420",1
Florida,Multifamily Housing,Grant Funds,"27,120",6
Florida,Multifamily Housing,Grant Funds,"233,565",1
Florida,Multifamily Housing,Grant Funds,"9,612",1
Florida,Multifamily Housing,Grant Funds,"9,372",1
Florida,Multifamily Housing,Grant Funds,"3,732",1
Florida,Multifamily Housing,Grant Funds,"410,061",1
Florida,Multifamily Housing,Grant Funds,"12,396",2
Florida,Multifamily Housing,Grant Funds,"166,866",1
Florida,Single Family Housing,Loan Funds - Direct,"256,925",1
Florida,Single Family Housing,Loan Funds - Direct,"260,962",1
Florida,Business Programs,Grant Funds,"601,380",1
Florida,Multifamily Housing,Grant Funds,"274,971",1
Florida,Multifamily Housing,Grant Funds,"96,907",1
Florida,Multifamily Housing,Grant Funds,"195,240",1
Florida,Multifamily Housing,Grant Funds,"723,859",1
Florida,Multifamily Housing,Grant Funds,"258,209",1
Florida,Single Family Housing,Loan Funds - Guaranteed,"335,343",1
Florida,Multifamily Housing,Grant Funds,"5,220",1
Florida,Multifamily Housing,Grant Funds,"7,800",1
Florida,Multifamily Housing,Grant Funds,"66,624",12
Florida,Multifamily Housing,Grant Funds,"5,220",1
Florida,Multifamily Housing,Grant Funds,"5,892",1
Florida,Multifamily Housing,Grant Funds,"1,672,791",1
Florida,Multifamily Housing,Grant Funds,"125,783",1
Florida,Multifamily Housing,Grant Funds,"483,170",1
Florida,Multifamily Housing,Grant Funds,"229,295",1
Florida,Multifamily Housing,Grant Funds,"127,014",1
Florida,Multifamily Housing,Grant Funds,"272,736",1
Florida,Multifamily Housing,Grant Funds,"94,980",1
Florida,Multifamily Housing,Grant Funds,"175,124",1
Florida,Multifamily Housing,Grant Funds,"405,115",1
Florida,Multifamily Housing,Grant Funds,"209,693",1
Florida,Multifamily Housing,Grant Funds,"247,588",1
Florida,Single Family Housing,Loan Funds - Guaranteed,"376,358",1
Florida,Single Family Housing,Loan Funds - Guaranteed,"308,070",1
Florida,Single Family Housing,Loan Funds - Guaranteed,"237,373",1
Florida,Single Family Housing,Loan Funds - Guaranteed,"252,424",1
Florida,Multifamily Housing,Grant Funds,"132,093",1
Florida,Multifamily Housing,Grant Funds,"165,566",1
Florida,Single Family Housing,Loan Funds - Guaranteed,"188,888",1
Florida,Single Family Housing,Loan Funds - Guaranteed,"1,981,537",6
Florida,Single Family Housing,Loan Funds - Guaranteed,"545,434",2
Florida,Single Family Housing,Loan Funds - Guaranteed,"313,131",1
Florida,Single Family Housing,Loan Funds - Guaranteed,"286,868",1
Florida,Single Family Housing,Loan Funds - Guaranteed,"303,030",1
Florida,Single Family Housing,Loan Funds - Guaranteed,"252,525",1
Florida,Single Family Housing,Loan Funds - Guaranteed,"303,030",1
Florida,Business Programs,Grant Funds,"3,920,000",1
Florida,Business Programs,Grant Funds,"844,993",1
Florida,Multifamily Housing,Grant Funds,"132,852",1
Florida,Multifamily Housing,Grant Funds,"341,602",1
Florida,Multifamily Housing,Grant Funds,"330,836",1
Florida,Multifamily Housing,Grant Funds,"7,800",1
Florida,Multifamily Housing,Grant Funds,"259,665",1
Florida,Multifamily Housing,Grant Funds,"263,179",1
Florida,Multifamily Housing,Grant Funds,"340,414",1
Florida,Multifamily Housing,Grant Funds,"202,257",1
Florida,Multifamily Housing,Grant Funds,"206,486",1
Florida,Multifamily Housing,Grant Funds,"516,298",1
Florida,Multifamily Housing,Grant Funds,"289,022",1
Florida,Multifamily Housing,Grant Funds,"362,405",1
Florida,Multifamily Housing,Grant Funds,"293,021",1
Florida,Multifamily Housing,Grant Funds,"257,940",1
Florida,Multifamily Housing,Grant Funds,"7,068",1
Florida,Multifamily Housing,Grant Funds,"154,382",1
Florida,Multifamily Housing,Grant Funds,"187,259",1
Florida,Multifamily Housing,Grant Funds,"2,976",1
Florida,Single Family Housing,Loan Funds - Direct,"377,550",1
Florida,Single Family Housing,Loan Funds - Direct,"925,850",3
Florida,Single Family Housing,Loan Funds - Guaranteed,"287,878",1
Florida,Single Family Housing,Loan Funds - Guaranteed,"249,494",1
Florida,Single Family Housing,Loan Funds - Guaranteed,"377,772",1
Florida,Single Family Housing,Loan Funds - Guaranteed,"307,060",1
Florida,Single Family Housing,Loan Funds - Guaranteed,"247,474",1
Florida,Single Family Housing,Loan Funds - Guaranteed,"987,270",4
Florida,Single Family Housing,Loan Funds - Guaranteed,"434,342",2
Florida,Single Family Housing,Loan Funds - Guaranteed,"313,030",1
Florida,Single Family Housing,Loan Funds - Guaranteed,"309,126",1
Florida,Single Family Housing,Loan Funds - Guaranteed,"166,666",1
Florida,Single Family Housing,Loan Funds - Guaranteed,"142,550",1
Florida,Single Family Housing,Loan Funds - Guaranteed,"263,553",1
Florida,Single Family Housing,Loan Funds - Guaranteed,"362,727",1
Florida,Single Family Housing,Loan Funds - Guaranteed,"321,202",1
Florida,Single Family Housing,Loan Funds - Guaranteed,"302,020",1
Florida,Single Family Housing,Loan Funds - Guaranteed,"328,272",1
Florida,Single Family Housing,Loan Funds - Guaranteed,"487,878",2
Florida,Single Family Housing,Loan Funds - Guaranteed,"230,000",1
Florida,Single Family Housing,Loan Funds - Guaranteed,"1,010,806",4
Florida,Single Family Housing,Loan Funds - Guaranteed,"287,878",1
Florida,Single Family Housing,Loan Funds - Guaranteed,"242,373",1
Florida,Single Family Housing,Loan Funds - Guaranteed,"320,893",1
Florida,Single Family Housing,Loan Funds - Guaranteed,"245,454",1
Florida,Single Family Housing,Loan Funds - Guaranteed,"260,101",1
Florida,Single Family Housing,Loan Funds - Guaranteed,"277,777",1
Florida,Single Family Housing,Loan Funds - Guaranteed,"270,707",1
Florida,Single Family Housing,Loan Funds - Guaranteed,"267,676",1
Florida,Single Family Housing,Loan Funds - Guaranteed,"237,373",1
Florida,Single Family Housing,Loan Funds - Guaranteed,"323,620",1
Florida,Single Family Housing,Loan Funds - Guaranteed,"160,606",1
Florida,Single Family Housing,Loan Funds - Guaranteed,"303,020",1
Florida,Single Family Housing,Loan Funds - Guaranteed,"394,949",2
Florida,Business Programs,Loan Funds - Guaranteed,"9,080,000",1
Florida,Multifamily Housing,Grant Funds,"81,022",1
Florida,Multifamily Housing,Grant Funds,"284,454",1
Florida,Multifamily Housing,Grant Funds,"210,552",1
Florida,Multifamily Housing,Grant Funds,"322,024",1
Florida,Multifamily Housing,Grant Funds,"46,648",1
Florida,Multifamily Housing,Grant Funds,"37,811",1
Florida,Multifamily Housing,Grant Funds,"251,281",1
Florida,Multifamily Housing,Grant Funds,"282,781",1
Florida,Multifamily Housing,Grant Funds,"236,069",1
Florida,Single Family Housing,Loan Funds - Direct,"149,000",1
Florida,Single Family Housing,Loan Funds - Guaranteed,"181,818",1
Florida,Single Family Housing,Loan Funds - Guaranteed,"187,070",1
Florida,Single Family Housing,Loan Funds - Guaranteed,"333,131",1
Florida,Single Family Housing,Loan Funds - Guaranteed,"371,716",2
Florida,Single Family Housing,Loan Funds - Guaranteed,"248,474",1
Florida,Single Family Housing,Loan Funds - Guaranteed,"214,545",1
Florida,Single Family Housing,Loan Funds - Guaranteed,"184,848",1
